Source,Target
1351,hCoV-19/Canada/NB_54/2020|EPI_ISL_482471|2020-03-17
hCoV-19/Canada/NB_246/2020|EPI_ISL_481744|2020-03-31,hCoV-19/Canada/NB-220/2020|EPI_ISL_479636|2020-03-25
1184,hCoV-19/Canada/NB_246/2020|EPI_ISL_481744|2020-03-31
1142,hCoV-19/Canada/NB-232/2020|EPI_ISL_479645|2020-03-25
hCoV-19/Canada/QC-LSPQ-L00214081/2020|EPI_ISL_535725|2020-03-10,hCoV-19/Canada/NL_34/2020|EPI_ISL_429815|2020-03-15
1262,hCoV-19/Canada/QC-LSPQ-L00214081/2020|EPI_ISL_535725|2020-03-10
hCoV-19/Canada/BC_83163/2020|EPI_ISL_415589|2020-03-05,hCoV-19/Canada/QC-LSPQ-L00213013/2020|EPI_ISL_535718|2020-03-01
hCoV-19/Canada/BC_83109/2020|EPI_ISL_415588|2020-03-05,hCoV-19/Canada/BC_4122951/2020|EPI_ISL_418826|2020-03-10
hCoV-19/Canada/BC_41851/2020|EPI_ISL_415584|2020-03-02,hCoV-19/Canada/BC_83109/2020|EPI_ISL_415588|2020-03-05
1482,hCoV-19/Canada/BC_41851/2020|EPI_ISL_415584|2020-03-02
hCoV-19/Canada/BC_3972884/2020|EPI_ISL_418822|2020-03-10,hCoV-19/Canada/BC_3968175/2020|EPI_ISL_418821|2020-03-10
1446,hCoV-19/Canada/BC_3972884/2020|EPI_ISL_418822|2020-03-10
1318,hCoV-19/Canada/BC_8896915/2020|EPI_ISL_418854|2020-03-11
hCoV-19/Canada/BC_6502001/2020|EPI_ISL_418840|2020-03-12,hCoV-19/Canada/BC_4118226/2020|EPI_ISL_418825|2020-03-10
hCoV-19/Canada/BC_8606204/2020|EPI_ISL_418850|2020-03-13,hCoV-19/Canada/BC_6502001/2020|EPI_ISL_418840|2020-03-12
1468,hCoV-19/Canada/BC_8159203/2020|EPI_ISL_418848|2020-03-05
hCoV-19/Canada/BC_3972884/2020|EPI_ISL_418822|2020-03-10,hCoV-19/Canada/BC_8606204/2020|EPI_ISL_418850|2020-03-13
hCoV-19/Canada/BC_3972884/2020|EPI_ISL_418822|2020-03-10,hCoV-19/Canada/BC_4540462/2020|EPI_ISL_418829|2020-03-10
hCoV-19/Canada/BC_8897642/2020|EPI_ISL_418855|2020-03-11,hCoV-19/Canada/BC_8894200/2020|EPI_ISL_418853|2020-03-11
hCoV-19/Canada/BC_4540462/2020|EPI_ISL_418829|2020-03-10,hCoV-19/Canada/BC_8897642/2020|EPI_ISL_418855|2020-03-11
hCoV-19/Canada/BC_4540462/2020|EPI_ISL_418829|2020-03-10,hCoV-19/Canada/BC_7277381/2020|EPI_ISL_418843|2020-03-12
1446,hCoV-19/Canada/BC_4799711/2020|EPI_ISL_418830|2020-03-09
1446,hCoV-19/Canada/BC_8718874/2020|EPI_ISL_418852|2020-03-07
1169,hCoV-19/Canada/NB_271/2020|EPI_ISL_481756|2020-04-10
1328,hCoV-19/Canada/QC-LSPQ-L00219020/2020|EPI_ISL_535786|2020-03-14
1328,hCoV-19/Canada/ON_MU-S7/2020|EPI_ISL_463993|2020-03-13
hCoV-19/Canada/ON_MU-S7/2020|EPI_ISL_463993|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00230159/2020|EPI_ISL_535911|2020-03-21
1066,hCoV-19/Canada/QC-LSPQ-L00243560/2020|EPI_ISL_536363|2020-03-30
1106,hCoV-19/Canada/QC-LSPQ-L00244008/2020|EPI_ISL_536387|2020-03-31
1106,hCoV-19/Canada/Qc-L00240796/2020|EPI_ISL_465686|2020-03-27
hCoV-19/Canada/QC-LSPQ-L00230159/2020|EPI_ISL_535911|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00236091/2020|EPI_ISL_536117|2020-03-24
1270,hCoV-19/Canada/NL_72/2020|EPI_ISL_482479|2020-03-19
1110,hCoV-19/Canada/QC-LSPQ-L00241242/2020|EPI_ISL_536276|2020-03-27
hCoV-19/Canada/QC-LSPQ-L00241242/2020|EPI_ISL_536276|2020-03-27,hCoV-19/Canada/Qc-L00241344/2020|EPI_ISL_450317|2020-03-27
1311,hCoV-19/Canada/QC-LSPQ-L00234540/2020|EPI_ISL_536058|2020-03-23
1146,hCoV-19/Canada/QC-LSPQ-L00237930/2020|EPI_ISL_536200|2020-03-25
1045,hCoV-19/Canada/QC-LSPQ-L00238888/2020|EPI_ISL_536225|2020-03-26
1494,hCoV-19/Canada/BC_35720/2020|EPI_ISL_415582|2020-03-04
1494,hCoV-19/Canada/BC_40860/2020|EPI_ISL_415583|2020-03-03
hCoV-19/Canada/QC-LSPQ-L00220832/2020|EPI_ISL_535804|2020-03-14,hCoV-19/Canada/MB_71/2020|EPI_ISL_482478|2020-03-16
hCoV-19/Canada/NS_32/2020|EPI_ISL_429814|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00220832/2020|EPI_ISL_535804|2020-03-14
1391,hCoV-19/Canada/NS_32/2020|EPI_ISL_429814|2020-03-15
hCoV-19/Canada/QC-LSPQ-L00218090/2020|EPI_ISL_535771|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218056/2020|EPI_ISL_535770|2020-03-14
1305,hCoV-19/Canada/QC-LSPQ-L00218090/2020|EPI_ISL_535771|2020-03-14
hCoV-19/Canada/BC_40860/2020|EPI_ISL_415583|2020-03-03,hCoV-19/Canada/NB-204/2020|EPI_ISL_479626|2020-03-29
hCoV-19/Canada/BC_17397/2020|EPI_ISL_415580|2020-02-28,hCoV-19/Canada/BC_02421/2020|EPI_ISL_415581|2020-03-01
1471,hCoV-19/Canada/BC_17397/2020|EPI_ISL_415580|2020-02-28
1471,hCoV-19/Canada/BC_13297/2020|EPI_ISL_415578|2020-02-27
hCoV-19/Canada/ON_SHSC-01/2020|EPI_ISL_450747|2020-02-26,hCoV-19/Canada/BC_65034/2020|EPI_ISL_415585|2020-03-04
1492,hCoV-19/Canada/ON_SHSC-01/2020|EPI_ISL_450747|2020-02-26
hCoV-19/Canada/QC-LSPQ-L00230299/2020|EPI_ISL_535913|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00228954/2020|EPI_ISL_535882|2020-03-20
hCoV-19/Canada/ON_SHSC-01/2020|EPI_ISL_450747|2020-02-26,hCoV-19/Canada/QC-LSPQ-L00230299/2020|EPI_ISL_535913|2020-03-21
1496,hCoV-19/Canada/BC_37_0-2/2020|EPI_ISL_412965|2020-02-16
hCoV-19/Canada/BC_37_0-2/2020|EPI_ISL_412965|2020-02-16,hCoV-19/Canada/BC_5282984/2020|EPI_ISL_418832|2020-03-11
hCoV-19/Canada/BC_5282984/2020|EPI_ISL_418832|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00229410/2020|EPI_ISL_535893|2020-03-20
hCoV-19/Canada/BC_37_0-2/2020|EPI_ISL_412965|2020-02-16,hCoV-19/Canada/BC_4078583/2020|EPI_ISL_418824|2020-03-03
hCoV-19/Canada/BC_4078583/2020|EPI_ISL_418824|2020-03-03,hCoV-19/Canada/QC-LSPQ-L00210314/2020|EPI_ISL_535716|2020-03-01
hCoV-19/Canada/QC-LSPQ-L00222823/2020|EPI_ISL_535819|2020-03-16,hCoV-19/Canada/MB_2/2020|EPI_ISL_429807|2020-03-10
hCoV-19/Canada/MB_2/2020|EPI_ISL_429807|2020-03-10,hCoV-19/Canada/MB_79/2020|EPI_ISL_482483|2020-03-11
hCoV-19/Canada/QC-LSPQ-L00222823/2020|EPI_ISL_535819|2020-03-16,hCoV-19/Canada/NB_257/2020|EPI_ISL_481750|2020-04-03
1418,hCoV-19/Canada/QC-LSPQ-L00222823/2020|EPI_ISL_535819|2020-03-16
1365,hCoV-19/Canada/BC_9446031/2020|EPI_ISL_418858|2020-03-13
hCoV-19/Canada/NB-224/2020|EPI_ISL_479640|2020-03-26,hCoV-19/Canada/NB-202/2020|EPI_ISL_479625|2020-03-22
1367,hCoV-19/Canada/NB-224/2020|EPI_ISL_479640|2020-03-26
hCoV-19/Canada/QC-LSPQ-L00231814/2020|EPI_ISL_535964|2020-03-20,hCoV-19/Canada/NS_60/2020|EPI_ISL_482476|2020-03-17
hCoV-19/Canada/ON-OICR-SLB2832/2020|EPI_ISL_538358|2020-04-03,hCoV-19/Canada/ON-OICR-SLB2823/2020|EPI_ISL_538351|2020-04-02
1335,hCoV-19/Canada/ON-OICR-SLB2832/2020|EPI_ISL_538358|2020-04-03
1227,hCoV-19/Canada/QC-LSPQ-L00235772/2020|EPI_ISL_536107|2020-03-24
1367,hCoV-19/Canada/QC-LSPQ-L00231814/2020|EPI_ISL_535964|2020-03-20
hCoV-19/Canada/BC_9446031/2020|EPI_ISL_418858|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00225685/2020|EPI_ISL_535836|2020-03-17
hCoV-19/Canada/QC-LSPQ-L00224795/2020|EPI_ISL_535823|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00213733/2020|EPI_ISL_535720|2020-03-10
1241,hCoV-19/Canada/QC-LSPQ-L00224795/2020|EPI_ISL_535823|2020-03-11
1254,hCoV-19/Canada/QC-LSPQ-L00224827/2020|EPI_ISL_535825|2020-03-17
1254,hCoV-19/Canada/QC-LSPQ-L00237372/2020|EPI_ISL_536178|2020-03-25
hCoV-19/Canada/QC-LSPQ-L00237372/2020|EPI_ISL_536178|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00241433/2020|EPI_ISL_536279|2020-03-27
1062,hCoV-19/Canada/QC-LSPQ-L00241610/2020|EPI_ISL_536285|2020-03-28
1188,hCoV-19/Canada/QC-LSPQ-L00229384/2020|EPI_ISL_535892|2020-03-20
1105,hCoV-19/Canada/QC-LSPQ-L00236657/2020|EPI_ISL_536146|2020-03-25
hCoV-19/Canada/QC-LSPQ-L00236657/2020|EPI_ISL_536146|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236781/2020|EPI_ISL_536148|2020-03-25
1241,hCoV-19/Canada/QC-LSPQ-L00229065/2020|EPI_ISL_535884|2020-03-20
hCoV-19/Canada/QC-LSPQ-L00229065/2020|EPI_ISL_535884|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229952/2020|EPI_ISL_535907|2020-03-21
1165,hCoV-19/Canada/QC-LSPQ-L00233316/2020|EPI_ISL_536015|2020-03-22
hCoV-19/Canada/QC-LSPQ-L00234248/2020|EPI_ISL_536047|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00237577/2020|EPI_ISL_536186|2020-03-25
hCoV-19/Canada/QC-LSPQ-L00229952/2020|EPI_ISL_535907|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00234248/2020|EPI_ISL_536047|2020-03-23
1368,hCoV-19/Canada/NB_55/2020|EPI_ISL_482472|2020-03-15
hCoV-19/Canada/NB_55/2020|EPI_ISL_482472|2020-03-15,hCoV-19/Canada/Qc-L00241007/2020|EPI_ISL_465694|2020-03-27
1108,hCoV-19/Canada/Qc-L00241042/2020|EPI_ISL_450310|2020-03-27
1183,hCoV-19/Canada/QC-LSPQ-L00230676/2020|EPI_ISL_535928|2020-03-21
hCoV-19/Canada/QC-LSPQ-L00230676/2020|EPI_ISL_535928|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00235671/2020|EPI_ISL_536105|2020-03-24
hCoV-19/Canada/QC-LSPQ-L00235802/2020|EPI_ISL_536109|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00232609/2020|EPI_ISL_535991|2020-03-21
1183,hCoV-19/Canada/QC-LSPQ-L00235802/2020|EPI_ISL_536109|2020-03-24
hCoV-19/Canada/QC-LSPQ-L00235802/2020|EPI_ISL_536109|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235907/2020|EPI_ISL_536114|2020-03-22
1046,hCoV-19/Canada/ON-OICR-SLB2787/2020|EPI_ISL_538321|2020-03-25
1046,hCoV-19/Canada/QC-LSPQ-L00227830/2020|EPI_ISL_535868|2020-03-19
1126,hCoV-19/Canada/QC-LSPQ-L00238342/2020|EPI_ISL_536207|2020-03-25
1310,hCoV-19/Canada/QC-LSPQ-L00222731/2020|EPI_ISL_535818|2020-03-16
1217,hCoV-19/Canada/QC-LSPQ-L00232726/2020|EPI_ISL_535995|2020-03-22
1264,hCoV-19/Canada/QC-LSPQ-L00232064/2020|EPI_ISL_535971|2020-03-22
1274,hCoV-19/Canada/QC-LSPQ-L00231569/2020|EPI_ISL_535957|2020-03-22
1274,hCoV-19/Canada/QC-LSPQ-L00232101/2020|EPI_ISL_535977|2020-03-22
1312,hCoV-19/Canada/NB-223/2020|EPI_ISL_479639|2020-03-26
1284,hCoV-19/Canada/QC-LSPQ-L00221945/2020|EPI_ISL_535812|2020-03-16
hCoV-19/Canada/QC-LSPQ-L00221945/2020|EPI_ISL_535812|2020-03-16,hCoV-19/Canada/QC-LSPQ-L00224868/2020|EPI_ISL_535826|2020-03-17
hCoV-19/Canada/ON_VIDO-01/2020|EPI_ISL_413015|2020-01-23,hCoV-19/Canada/ON_ON-VIDO-01-2/2020|EPI_ISL_425177|2020-01-23
hCoV-19/Canada/ON-UHTC_0074/2020|EPI_ISL_464062|2020-04-24,964
969,965
1004,966
hCoV-19/Canada/QC-LSPQ-L00238445/2020|EPI_ISL_536208|2020-03-25,967
hCoV-19/Canada/QC-LSPQ-L00230020/2020|EPI_ISL_535909|2020-03-21,968
1060,969
hCoV-19/Canada/ON-OICR-SLB2867/2020|EPI_ISL_538384|2020-04-10,970
hCoV-19/Canada/ON-UHTC_0080/2020|EPI_ISL_464040|2020-04-10,971
1076,972
984,973
1382,974
990,975
hCoV-19/Canada/QC_AR9/2020|EPI_ISL_463934|2020-04-05,976
hCoV-19/Canada/QC_BA5/2020|EPI_ISL_463962|2020-04-07,977
988,978
hCoV-19/Canada/QC_BC5/2020|EPI_ISL_463968|2020-04-09,979
1103,980
hCoV-19/Canada/ON-OICR-SLB2853/2020|EPI_ISL_538372|2020-04-07,981
986,982
1004,983
1004,984
1069,985
1014,986
hCoV-19/Canada/QC_AG3/2020|EPI_ISL_476502|2020-04-08,987
1073,988
1362,989
994,990
999,991
1406,992
996,993
1099,994
1088,995
1007,996
hCoV-19/Canada/QC_AD7/2020|EPI_ISL_476501|2020-04-04,997
hCoV-19/Canada/QC_AC4/2020|EPI_ISL_463903|2020-04-04,998
hCoV-19/Canada/ON-UHTC_0058/2020|EPI_ISL_464024|2020-04-03,999
976,1000
hCoV-19/Canada/QC-LSPQ-L00238862/2020|EPI_ISL_536224|2020-03-26,1001
1039,1002
hCoV-19/Canada/LTRI-25/2020|EPI_ISL_495013|2020-03-26,1003
980,1004
hCoV-19/Canada/QC-LSPQ-L00243746/2020|EPI_ISL_536375|2020-03-30,1005
hCoV-19/Canada/QC_AS5/2020|EPI_ISL_476513|2020-04-05,1006
1073,1007
hCoV-19/Canada/QC-LSPQ-L00243460/2020|EPI_ISL_536362|2020-03-30,1008
hCoV-19/Canada/ON-OICR-SLB2844/2020|EPI_ISL_538365|2020-04-03,1009
1061,1010
1086,1011
1130,1012
hCoV-19/Canada/Qc-L00241102/2020|EPI_ISL_465696|2020-03-27,1013
hCoV-19/Canada/ON_QGLO-037/2020|EPI_ISL_459888|2020-03-30,1014
hCoV-19/Canada/ON_MU-S312/2020|EPI_ISL_463980|2020-03-29,1015
hCoV-19/Canada/QC-LSPQ-L00237365/2020|EPI_ISL_536176|2020-03-25,1016
hCoV-19/Canada/QC_AU6/2020|EPI_ISL_515230|2020-04-05,1017
1034,1018
1342,1019
hCoV-19/Canada/ON-UHTC_0041/2020|EPI_ISL_464037|2020-04-03,1020
hCoV-19/Canada/QC-LSPQ-L00235800/2020|EPI_ISL_536108|2020-03-23,1021
hCoV-19/Canada/QC-LSPQ-L00234853/2020|EPI_ISL_536072|2020-03-24,1022
hCoV-19/Canada/QC-LSPQ-L00239396/2020|EPI_ISL_536247|2020-03-26,1023
hCoV-19/Canada/QC-LSPQ-L00235815/2020|EPI_ISL_536110|2020-03-24,1024
1054,1025
1027,1026
hCoV-19/Canada/ON-UHTC_0041/2020|EPI_ISL_464037|2020-04-03,1027
hCoV-19/Canada/NB_270/2020|EPI_ISL_481755|2020-04-10,1028
1032,1029
1338,1030
1043,1031
hCoV-19/Canada/QC-LSPQ-L00242051/2020|EPI_ISL_536308|2020-03-28,1032
1100,1033
1258,1034
1042,1035
1313,1036
hCoV-19/Canada/QC-LSPQ-L00237287/2020|EPI_ISL_536171|2020-03-25,1037
1051,1038
1050,1039
hCoV-19/Canada/QC-LSPQ-L00238803/2020|EPI_ISL_536220|2020-03-26,1040
hCoV-19/Canada/QC_AK9/2020|EPI_ISL_515210|2020-04-17,1041
999,1042
hCoV-19/Canada/NB-206/2020|EPI_ISL_479627|2020-03-27,1043
hCoV-19/Canada/QC-LSPQ-L00237109/2020|EPI_ISL_536163|2020-03-25,1044
hCoV-19/Canada/QC-LSPQ-L00237930/2020|EPI_ISL_536200|2020-03-25,1045
1340,1046
hCoV-19/Canada/QC-LSPQ-L00236601/2020|EPI_ISL_536143|2020-03-24,1047
1357,1048
1369,1049
1234,1050
1061,1051
1436,1052
1319,1053
hCoV-19/Canada/ON_QGLO-037/2020|EPI_ISL_459888|2020-03-30,1054
974,1055
1194,1056
1293,1057
hCoV-19/Canada/NB-235/2020|EPI_ISL_479648|2020-03-31,1058
1128,1059
1101,1060
1207,1061
hCoV-19/Canada/QC-LSPQ-L00241433/2020|EPI_ISL_536279|2020-03-27,1062
1111,1063
1347,1064
hCoV-19/Canada/QC-LSPQ-L00242384/2020|EPI_ISL_536319|2020-03-29,1065
1106,1066
hCoV-19/Canada/NB-226/2020|EPI_ISL_479642|2020-03-23,1067
hCoV-19/Canada/QC-LSPQ-L00230110/2020|EPI_ISL_535910|2020-03-21,1068
hCoV-19/Canada/QC-LSPQ-L00244068/2020|EPI_ISL_536388|2020-03-31,1069
1087,1070
1010,1071
1112,1072
hCoV-19/Canada/ON-UHTC_0053/2020|EPI_ISL_464004|2020-04-07,1073
hCoV-19/Canada/Qc-L00241205/2020|EPI_ISL_450313|2020-03-27,1074
hCoV-19/Canada/ON-OICR-SLB2856/2020|EPI_ISL_538375|2020-04-07,1075
1381,1076
1179,1077
1361,1078
1219,1079
hCoV-19/Canada/QC-LSPQ-L00232866/2020|EPI_ISL_535999|2020-03-22,1080
hCoV-19/Canada/QC-LSPQ-L00233867/2020|EPI_ISL_536044|2020-03-23,1081
hCoV-19/Canada/QC-LSPQ-L00239391/2020|EPI_ISL_536246|2020-03-24,1082
hCoV-19/Canada/QC_BC6/2020|EPI_ISL_515245|2020-04-11,1083
1118,1084
hCoV-19/Canada/QC-LSPQ-L00237135/2020|EPI_ISL_536166|2020-03-25,1085
1054,1086
1132,1087
1124,1088
hCoV-19/Canada/QC-LSPQ-L00237312/2020|EPI_ISL_536173|2020-03-25,1089
hCoV-19/Canada/ON_MU-S1/2020|EPI_ISL_463970|2020-03-13,1090
hCoV-19/Canada/NL_87/2020|EPI_ISL_469229|2020-03-20,1091
1168,1092
1172,1093
hCoV-19/Canada/NB_6/2020|EPI_ISL_418811|2020-03-12,1094
hCoV-19/Canada/BC_5306970/2020|EPI_ISL_418833|2020-03-11,1095
1144,1096
1116,1097
1125,1098
1358,1099
1192,1100
1230,1101
hCoV-19/Canada/QC-LSPQ-L00239413/2020|EPI_ISL_536252|2020-03-24,1102
1329,1103
1291,1104
hCoV-19/Canada/QC-LSPQ-L00229384/2020|EPI_ISL_535892|2020-03-20,1105
hCoV-19/Canada/QC-LSPQ-L00230159/2020|EPI_ISL_535911|2020-03-21,1106
1218,1107
hCoV-19/Canada/Qc-L00241007/2020|EPI_ISL_465694|2020-03-27,1108
hCoV-19/Canada/ON-OICR-SLB2793/2020|EPI_ISL_538327|2020-03-27,1109
1222,1110
hCoV-19/Canada/QC-LSPQ-L00235607/2020|EPI_ISL_536102|2020-03-24,1111
hCoV-19/Canada/ON-OICR-SLB2813/2020|EPI_ISL_538341|2020-04-01,1112
1190,1113
hCoV-19/Canada/QC-LSPQ-L00243323/2020|EPI_ISL_536356|2020-03-30,1114
1373,1115
hCoV-19/Canada/QC-LSPQ-L00233340/2020|EPI_ISL_536018|2020-03-23,1116
hCoV-19/Canada/QC-LSPQ-L00237242/2020|EPI_ISL_536169|2020-03-25,1117
1363,1118
1054,1119
1131,1120
hCoV-19/Canada/QC-LSPQ-L00226858/2020|EPI_ISL_535851|2020-03-18,1121
hCoV-19/Canada/QC-LSPQ-L00233867/2020|EPI_ISL_536044|2020-03-23,1122
1307,1123
997,1124
hCoV-19/Canada/QC-LSPQ-L00236212/2020|EPI_ISL_536120|2020-03-24,1125
hCoV-19/Canada/QC-LSPQ-L00227830/2020|EPI_ISL_535868|2020-03-19,1126
1199,1127
hCoV-19/Canada/ON_MU-S26/2020|EPI_ISL_463975|2020-03-16,1128
1432,1129
hCoV-19/Canada/QC_AA1/2020|EPI_ISL_515197|2020-04-05,1130
hCoV-19/Canada/QC_AA1/2020|EPI_ISL_515197|2020-04-05,1131
1205,1132
1260,1133
1256,1134
1373,1135
hCoV-19/Canada/QC-LSPQ-L00230020/2020|EPI_ISL_535909|2020-03-21,1136
hCoV-19/Canada/QC-LSPQ-L00229796/2020|EPI_ISL_535904|2020-03-20,1137
1389,1138
hCoV-19/Canada/QC-LSPQ-L00232447/2020|EPI_ISL_535987|2020-03-22,1139
1327,1140
1350,1141
1225,1142
1174,1143
1273,1144
1263,1145
1242,1146
1343,1147
1231,1148
hCoV-19/Canada/QC-LSPQ-L00233849/2020|EPI_ISL_536042|2020-03-23,1149
1166,1150
hCoV-19/Canada/QC-LSPQ-L00229796/2020|EPI_ISL_535904|2020-03-20,1151
1064,1152
hCoV-19/Canada/QC-LSPQ-L00238675/2020|EPI_ISL_536213|2020-03-25,1153
1247,1154
1181,1155
1248,1156
1327,1157
1278,1158
hCoV-19/Canada/QC-LSPQ-L00236598/2020|EPI_ISL_536142|2020-03-25,1159
1163,1160
1321,1161
hCoV-19/Canada/QC-LSPQ-L00232941/2020|EPI_ISL_536002|2020-03-22,1162
1180,1163
1195,1164
hCoV-19/Canada/QC-LSPQ-L00237577/2020|EPI_ISL_536186|2020-03-25,1165
hCoV-19/Canada/QC-LSPQ-L00238862/2020|EPI_ISL_536224|2020-03-26,1166
hCoV-19/Canada/NB_248/2020|EPI_ISL_481746|2020-04-01,1167
1442,1168
hCoV-19/Canada/QC-LSPQ-L00219020/2020|EPI_ISL_535786|2020-03-14,1169
hCoV-19/Canada/QC-LSPQ-L00231158/2020|EPI_ISL_535946|2020-03-22,1170
1375,1171
hCoV-19/Canada/QC-LSPQ-L00236601/2020|EPI_ISL_536143|2020-03-24,1172
1212,1173
hCoV-19/Canada/QC-LSPQ-L00237942/2020|EPI_ISL_536201|2020-03-25,1174
1180,1175
hCoV-19/Canada/QC-LSPQ-L00230536/2020|EPI_ISL_535923|2020-03-21,1176
hCoV-19/Canada/ON_MU-S306/2020|EPI_ISL_463979|2020-03-28,1177
hCoV-19/Canada/QC-LSPQ-L00225484/2020|EPI_ISL_535830|2020-03-17,1178
hCoV-19/Canada/QC_AY9/2020|EPI_ISL_463957|2020-04-11,1179
1257,1180
1180,1181
1154,1182
hCoV-19/Canada/NB_55/2020|EPI_ISL_482472|2020-03-15,1183
1225,1184
1215,1185
1295,1186
hCoV-19/Canada/ON-OICR-SLB2829/2020|EPI_ISL_538355|2020-04-03,1187
hCoV-19/Canada/QC-LSPQ-L00224795/2020|EPI_ISL_535823|2020-03-11,1188
1246,1189
hCoV-19/Canada/NB_6/2020|EPI_ISL_418811|2020-03-12,1190
hCoV-19/Canada/QC-LSPQ-L00234574/2020|EPI_ISL_536059|2020-03-23,1191
1267,1192
hCoV-19/Canada/QC-LSPQ-L00236940/2020|EPI_ISL_536153|2020-03-25,1193
hCoV-19/Canada/ON_QGLO-037/2020|EPI_ISL_459888|2020-03-30,1194
1321,1195
hCoV-19/Canada/QC-LSPQ-L00234871/2020|EPI_ISL_536074|2020-03-23,1196
1245,1197
1125,1198
1201,1199
1090,1200
1249,1201
hCoV-19/Canada/QC-LSPQ-L00234602/2020|EPI_ISL_536061|2020-03-23,1202
1331,1203
hCoV-19/Canada/QC-LSPQ-L00234347/2020|EPI_ISL_536052|2020-03-23,1204
1411,1205
hCoV-19/Canada/QC-LSPQ-L00216731/2020|EPI_ISL_535752|2020-03-13,1206
1411,1207
hCoV-19/Canada/QC-LSPQ-L00235866/2020|EPI_ISL_536113|2020-03-22,1208
hCoV-19/Canada/QC-LSPQ-L00236430/2020|EPI_ISL_536130|2020-03-24,1209
hCoV-19/Canada/QC-LSPQ-L00236601/2020|EPI_ISL_536143|2020-03-24,1210
1369,1211
hCoV-19/Canada/QC-LSPQ-L00230647/2020|EPI_ISL_535926|2020-03-21,1212
1347,1213
hCoV-19/Canada/QC-LSPQ-L00235136/2020|EPI_ISL_536088|2020-03-24,1214
hCoV-19/Canada/QC-LSPQ-L00219340/2020|EPI_ISL_535792|2020-03-14,1215
hCoV-19/Canada/NB_243/2020|EPI_ISL_481742|2020-03-23,1216
1264,1217
hCoV-19/Canada/QC-LSPQ-L00230020/2020|EPI_ISL_535909|2020-03-21,1218
1285,1219
hCoV-19/Canada/QC-LSPQ-L00242228/2020|EPI_ISL_536312|2020-03-29,1220
1354,1221
hCoV-19/Canada/NL_72/2020|EPI_ISL_482479|2020-03-19,1222
1255,1223
1189,1224
1262,1225
hCoV-19/Canada/QC-LSPQ-L00230798/2020|EPI_ISL_535933|2020-03-21,1226
hCoV-19/Canada/ON-OICR-SLB2832/2020|EPI_ISL_538358|2020-04-03,1227
1232,1228
1218,1229
1304,1230
hCoV-19/Canada/QC-LSPQ-L00236601/2020|EPI_ISL_536143|2020-03-24,1231
1407,1232
hCoV-19/Canada/ON-QGLO-019/2020|EPI_ISL_459877|2020-03-27,1233
1253,1234
1157,1235
hCoV-19/Canada/NS_40/2020|EPI_ISL_482469|2020-03-05,1236
1202,1237
hCoV-19/Canada/QC-LSPQ-L00243675/2020|EPI_ISL_536370|2020-03-31,1238
1461,1239
1465,1240
hCoV-19/Canada/BC_9446031/2020|EPI_ISL_418858|2020-03-13,1241
1311,1242
1415,1243
1385,1244
hCoV-19/Canada/QC-LSPQ-L00218350/2020|EPI_ISL_535778|2020-03-14,1245
1455,1246
1378,1247
1268,1248
1366,1249
1466,1250
1410,1251
1054,1252
1316,1253
hCoV-19/Canada/QC-LSPQ-L00224795/2020|EPI_ISL_535823|2020-03-11,1254
hCoV-19/Canada/QC-LSPQ-L00227094/2020|EPI_ISL_535857|2020-03-18,1255
hCoV-19/Canada/MB_76/2020|EPI_ISL_482481|2020-03-16,1256
1424,1257
1345,1258
1317,1259
1064,1260
1433,1261
hCoV-19/Canada/QC-LSPQ-L00213013/2020|EPI_ISL_535718|2020-03-01,1262
hCoV-19/Canada/QC-LSPQ-L00216478/2020|EPI_ISL_535749|2020-03-12,1263
1340,1264
1322,1265
1474,1266
hCoV-19/Canada/QC-LSPQ-L00236598/2020|EPI_ISL_536142|2020-03-25,1267
hCoV-19/Canada/ON_MU-S1/2020|EPI_ISL_463970|2020-03-13,1268
1333,1269
1467,1270
hCoV-19/Canada/QC-LSPQ-L00243746/2020|EPI_ISL_536375|2020-03-30,1271
1373,1272
1456,1273
1340,1274
hCoV-19/Canada/QC_AS5/2020|EPI_ISL_476513|2020-04-05,1275
997,1276
hCoV-19/Canada/ON-OICR-SLB2799/2020|EPI_ISL_538331|2020-03-28,1277
hCoV-19/Canada/QC-LSPQ-L00229363/2020|EPI_ISL_535891|2020-03-20,1278
hCoV-19/Canada/QC-LSPQ-L00227476/2020|EPI_ISL_535862|2020-03-18,1279
1384,1280
1378,1281
hCoV-19/Canada/QC-LSPQ-L00241670/2020|EPI_ISL_536288|2020-03-26,1282
