Id,Label,Region
hCoV-19/Canada/QC_AX3/2020|EPI_ISL_515234|2020-04-09,hCoV-19/Canada/QC_AX3/2020|EPI_ISL_515234|2020-04-09,QC
hCoV-19/Canada/QC-AJ7/2020|EPI_ISL_450639|2020-04-11,hCoV-19/Canada/QC-AJ7/2020|EPI_ISL_450639|2020-04-11,QC
1336,1336,Unsampled
hCoV-19/Canada/QC_AC4/2020|EPI_ISL_463903|2020-04-04,hCoV-19/Canada/QC_AC4/2020|EPI_ISL_463903|2020-04-04,QC
hCoV-19/Canada/QC_AI6/2020|EPI_ISL_476505|2020-04-08,hCoV-19/Canada/QC_AI6/2020|EPI_ISL_476505|2020-04-08,QC
hCoV-19/Canada/QC_AI5/2020|EPI_ISL_463917|2020-04-09,hCoV-19/Canada/QC_AI5/2020|EPI_ISL_463917|2020-04-09,QC
hCoV-19/Canada/QC-LSPQ-L00237080/2020|EPI_ISL_536159|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237080/2020|EPI_ISL_536159|2020-03-25,QC
998,998,Unsampled
hCoV-19/Canada/QC_AT4/2020|EPI_ISL_515228|2020-04-04,hCoV-19/Canada/QC_AT4/2020|EPI_ISL_515228|2020-04-04,QC
1036,1036,Unsampled
hCoV-19/Canada/QC-LSPQ-L00240414/2020|EPI_ISL_536270|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00240414/2020|EPI_ISL_536270|2020-03-27,QC
1313,1313,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241602/2020|EPI_ISL_536284|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241602/2020|EPI_ISL_536284|2020-03-28,QC
1358,1358,Unsampled
hCoV-19/Canada/QC_AH2/2020|EPI_ISL_463914|2020-04-13,hCoV-19/Canada/QC_AH2/2020|EPI_ISL_463914|2020-04-13,QC
1077,1077,Unsampled
hCoV-19/Canada/QC_AG2/2020|EPI_ISL_515203|2020-04-11,hCoV-19/Canada/QC_AG2/2020|EPI_ISL_515203|2020-04-11,QC
hCoV-19/Canada/QC_AY9/2020|EPI_ISL_463957|2020-04-11,hCoV-19/Canada/QC_AY9/2020|EPI_ISL_463957|2020-04-11,QC
hCoV-19/Canada/QC_AX6/2020|EPI_ISL_463953|2020-04-13,hCoV-19/Canada/QC_AX6/2020|EPI_ISL_463953|2020-04-13,QC
hCoV-19/Canada/QC_AL4/2020|EPI_ISL_515212|2020-04-18,hCoV-19/Canada/QC_AL4/2020|EPI_ISL_515212|2020-04-18,QC
hCoV-19/Canada/QC_AP4/2020|EPI_ISL_515224|2020-04-18,hCoV-19/Canada/QC_AP4/2020|EPI_ISL_515224|2020-04-18,QC
975,975,Unsampled
hCoV-19/Canada/QC-LSPQ-L00244068/2020|EPI_ISL_536388|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00244068/2020|EPI_ISL_536388|2020-03-31,QC
hCoV-19/Canada/NB_56/2020|EPI_ISL_482473|2020-03-15,hCoV-19/Canada/NB_56/2020|EPI_ISL_482473|2020-03-15,NB
hCoV-19/Canada/ON-OICR-SLB2844/2020|EPI_ISL_538365|2020-04-03,hCoV-19/Canada/ON-OICR-SLB2844/2020|EPI_ISL_538365|2020-04-03,ON
1009,1009,Unsampled
hCoV-19/Canada/QC_AG3/2020|EPI_ISL_476502|2020-04-08,hCoV-19/Canada/QC_AG3/2020|EPI_ISL_476502|2020-04-08,QC
hCoV-19/Canada/QC_AZ9/2020|EPI_ISL_463961|2020-04-14,hCoV-19/Canada/QC_AZ9/2020|EPI_ISL_463961|2020-04-14,QC
987,987,Unsampled
hCoV-19/Canada/QC_AM8/2020|EPI_ISL_515216|2020-04-09,hCoV-19/Canada/QC_AM8/2020|EPI_ISL_515216|2020-04-09,QC
hCoV-19/Canada/QC_BB3/2020|EPI_ISL_515241|2020-04-14,hCoV-19/Canada/QC_BB3/2020|EPI_ISL_515241|2020-04-14,QC
hCoV-19/Canada/QC_BB6/2020|EPI_ISL_515243|2020-04-11,hCoV-19/Canada/QC_BB6/2020|EPI_ISL_515243|2020-04-11,QC
1069,1069,Unsampled
hCoV-19/Canada/QC-LSPQ-L00239134/2020|EPI_ISL_536234|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00239134/2020|EPI_ISL_536234|2020-03-26,QC
hCoV-19/Canada/QC-LSPQ-L00243608/2020|EPI_ISL_536367|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00243608/2020|EPI_ISL_536367|2020-03-30,QC
hCoV-19/Canada/QC_AU9/2020|EPI_ISL_463948|2020-04-06,hCoV-19/Canada/QC_AU9/2020|EPI_ISL_463948|2020-04-06,QC
985,985,Unsampled
hCoV-19/Canada/QC_AT6/2020|EPI_ISL_463941|2020-04-06,hCoV-19/Canada/QC_AT6/2020|EPI_ISL_463941|2020-04-06,QC
hCoV-19/Canada/QC-LSPQ-L00238862/2020|EPI_ISL_536224|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00238862/2020|EPI_ISL_536224|2020-03-26,QC
hCoV-19/Canada/QC-LSPQ-L00231966/2020|EPI_ISL_535967|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231966/2020|EPI_ISL_535967|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00238722/2020|EPI_ISL_536215|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00238722/2020|EPI_ISL_536215|2020-03-26,QC
hCoV-19/Canada/QC-LSPQ-L00238725/2020|EPI_ISL_536216|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00238725/2020|EPI_ISL_536216|2020-03-26,QC
hCoV-19/Canada/Qc-L00240685/2020|EPI_ISL_450305|2020-03-27,hCoV-19/Canada/Qc-L00240685/2020|EPI_ISL_450305|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00244197/2020|EPI_ISL_536391|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00244197/2020|EPI_ISL_536391|2020-03-31,QC
hCoV-19/Canada/QC-LSPQ-L00237419/2020|EPI_ISL_536180|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237419/2020|EPI_ISL_536180|2020-03-25,QC
1001,1001,Unsampled
hCoV-19/Canada/QC_AQ6/2020|EPI_ISL_463930|2020-04-02,hCoV-19/Canada/QC_AQ6/2020|EPI_ISL_463930|2020-04-02,QC
hCoV-19/Canada/QC-LSPQ-L00244359/2020|EPI_ISL_536397|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00244359/2020|EPI_ISL_536397|2020-03-31,QC
hCoV-19/Canada/QC-LSPQ-L00237841/2020|EPI_ISL_536195|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237841/2020|EPI_ISL_536195|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00237878/2020|EPI_ISL_536196|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237878/2020|EPI_ISL_536196|2020-03-25,QC
1150,1150,Unsampled
hCoV-19/Canada/QC_AT3/2020|EPI_ISL_463940|2020-03-31,hCoV-19/Canada/QC_AT3/2020|EPI_ISL_463940|2020-03-31,QC
hCoV-19/Canada/QC-LSPQ-L00238797/2020|EPI_ISL_536219|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00238797/2020|EPI_ISL_536219|2020-03-26,QC
1431,1431,Unsampled
hCoV-19/Canada/QC_AA1/2020|EPI_ISL_515197|2020-04-05,hCoV-19/Canada/QC_AA1/2020|EPI_ISL_515197|2020-04-05,QC
1120,1120,Unsampled
hCoV-19/Canada/QC_AQ8/2020|EPI_ISL_515225|2020-04-06,hCoV-19/Canada/QC_AQ8/2020|EPI_ISL_515225|2020-04-06,QC
1012,1012,Unsampled
hCoV-19/Canada/QC_BB7/2020|EPI_ISL_463965|2020-04-13,hCoV-19/Canada/QC_BB7/2020|EPI_ISL_463965|2020-04-13,QC
hCoV-19/Canada/QC_AJ8/2020|EPI_ISL_476506|2020-04-08,hCoV-19/Canada/QC_AJ8/2020|EPI_ISL_476506|2020-04-08,QC
hCoV-19/Canada/QC_AW7/2020|EPI_ISL_515233|2020-04-13,hCoV-19/Canada/QC_AW7/2020|EPI_ISL_515233|2020-04-13,QC
hCoV-19/Canada/QC_AL3/2020|EPI_ISL_515211|2020-04-07,hCoV-19/Canada/QC_AL3/2020|EPI_ISL_515211|2020-04-07,QC
hCoV-19/Canada/QC_AP8/2020|EPI_ISL_476510|2020-04-07,hCoV-19/Canada/QC_AP8/2020|EPI_ISL_476510|2020-04-07,QC
hCoV-19/Canada/QC_AK1/2020|EPI_ISL_476507|2020-04-11,hCoV-19/Canada/QC_AK1/2020|EPI_ISL_476507|2020-04-11,QC
hCoV-19/Canada/QC_AM4/2020|EPI_ISL_515214|2020-04-09,hCoV-19/Canada/QC_AM4/2020|EPI_ISL_515214|2020-04-09,QC
1392,1392,Unsampled
hCoV-19/Canada/QC_BC6/2020|EPI_ISL_515245|2020-04-11,hCoV-19/Canada/QC_BC6/2020|EPI_ISL_515245|2020-04-11,QC
hCoV-19/Canada/QC_AQ4/2020|EPI_ISL_463928|2020-04-01,hCoV-19/Canada/QC_AQ4/2020|EPI_ISL_463928|2020-04-01,QC
1083,1083,Unsampled
hCoV-19/Canada/QC_AO9/2020|EPI_ISL_463923|2020-04-09,hCoV-19/Canada/QC_AO9/2020|EPI_ISL_463923|2020-04-09,QC
hCoV-19/Canada/QC_AU3/2020|EPI_ISL_515229|2020-04-05,hCoV-19/Canada/QC_AU3/2020|EPI_ISL_515229|2020-04-05,QC
hCoV-19/Canada/Qc-L00240556/2020|EPI_ISL_450302|2020-03-27,hCoV-19/Canada/Qc-L00240556/2020|EPI_ISL_450302|2020-03-27,QC
hCoV-19/Canada/NB_6/2020|EPI_ISL_418811|2020-03-12,hCoV-19/Canada/NB_6/2020|EPI_ISL_418811|2020-03-12,NB
1094,1094,Unsampled
hCoV-19/Canada/QC-LSPQ-L00230315/2020|EPI_ISL_535914|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230315/2020|EPI_ISL_535914|2020-03-21,QC
1190,1190,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232917/2020|EPI_ISL_536000|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00232917/2020|EPI_ISL_536000|2020-03-23,QC
hCoV-19/Canada/QC_AS4/2020|EPI_ISL_463936|2020-04-02,hCoV-19/Canada/QC_AS4/2020|EPI_ISL_463936|2020-04-02,QC
hCoV-19/Canada/QC_AR3/2020|EPI_ISL_463931|2020-04-04,hCoV-19/Canada/QC_AR3/2020|EPI_ISL_463931|2020-04-04,QC
1074,1074,Unsampled
hCoV-19/Canada/QC-LSPQ-L00239865/2020|EPI_ISL_536257|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00239865/2020|EPI_ISL_536257|2020-03-26,QC
hCoV-19/Canada/Qc-L00241251/2020|EPI_ISL_465701|2020-03-27,hCoV-19/Canada/Qc-L00241251/2020|EPI_ISL_465701|2020-03-27,QC
1113,1113,Unsampled
hCoV-19/Canada/Qc-L00241205/2020|EPI_ISL_450313|2020-03-27,hCoV-19/Canada/Qc-L00241205/2020|EPI_ISL_450313|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00235815/2020|EPI_ISL_536110|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235815/2020|EPI_ISL_536110|2020-03-24,QC
1024,1024,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241782/2020|EPI_ISL_536290|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241782/2020|EPI_ISL_536290|2020-03-28,QC
hCoV-19/Canada/QC_AB2/2020|EPI_ISL_444500|2020-04-07,hCoV-19/Canada/QC_AB2/2020|EPI_ISL_444500|2020-04-07,QC
hCoV-19/Canada/QC_AC6.1/2020|EPI_ISL_463904|2020-04-05,hCoV-19/Canada/QC_AC6.1/2020|EPI_ISL_463904|2020-04-05,QC
hCoV-19/Canada/QC-LSPQ-L00243673/2020|EPI_ISL_536369|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243673/2020|EPI_ISL_536369|2020-03-31,QC
hCoV-19/Canada/QC-LSPQ-L00237503/2020|EPI_ISL_536183|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237503/2020|EPI_ISL_536183|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00216432/2020|EPI_ISL_535748|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00216432/2020|EPI_ISL_535748|2020-03-12,QC
hCoV-19/Canada/QC-LSPQ-L00213981/2020|EPI_ISL_535722|2020-03-10,hCoV-19/Canada/QC-LSPQ-L00213981/2020|EPI_ISL_535722|2020-03-10,QC
hCoV-19/Canada/QC-LSPQ-L00214237/2020|EPI_ISL_535726|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00214237/2020|EPI_ISL_535726|2020-03-11,QC
hCoV-19/Canada/QC-LSPQ-L00236403/2020|EPI_ISL_536128|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236403/2020|EPI_ISL_536128|2020-03-24,QC
1371,1371,Unsampled
1475,1475,Unsampled
hCoV-19/Canada/QC-LSPQ-L00212401/2020|EPI_ISL_535717|2020-03-01,hCoV-19/Canada/QC-LSPQ-L00212401/2020|EPI_ISL_535717|2020-03-01,QC
1243,1243,Unsampled
hCoV-19/Canada/MB_10/2020|EPI_ISL_418813|2020-03-13,hCoV-19/Canada/MB_10/2020|EPI_ISL_418813|2020-03-13,MB
1206,1206,Unsampled
hCoV-19/Canada/ON_QGLO-01/2020|EPI_ISL_459866|2020-03-18,hCoV-19/Canada/ON_QGLO-01/2020|EPI_ISL_459866|2020-03-18,ON
hCoV-19/Canada/QC-LSPQ-L00220369/2020|EPI_ISL_535798|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00220369/2020|EPI_ISL_535798|2020-03-15,QC
hCoV-19/Canada/QC-LSPQ-L00216731/2020|EPI_ISL_535752|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00216731/2020|EPI_ISL_535752|2020-03-13,QC
hCoV-19/Canada/ON-OICR-SLB2817/2020|EPI_ISL_538345|2020-04-02,hCoV-19/Canada/ON-OICR-SLB2817/2020|EPI_ISL_538345|2020-04-02,ON
hCoV-19/Canada/ON_QGLO-012/2020|EPI_ISL_459872|2020-03-26,hCoV-19/Canada/ON_QGLO-012/2020|EPI_ISL_459872|2020-03-26,ON
hCoV-19/Canada/QC-LSPQ-L00230351/2020|EPI_ISL_535916|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230351/2020|EPI_ISL_535916|2020-03-21,QC
1306,1306,Unsampled
hCoV-19/Canada/ON-OICR-SLB2790/2020|EPI_ISL_538324|2020-03-25,hCoV-19/Canada/ON-OICR-SLB2790/2020|EPI_ISL_538324|2020-03-25,ON
hCoV-19/Canada/Qc-L00241319/2020|EPI_ISL_465702|2020-03-27,hCoV-19/Canada/Qc-L00241319/2020|EPI_ISL_465702|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00225515/2020|EPI_ISL_535832|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00225515/2020|EPI_ISL_535832|2020-03-17,QC
hCoV-19/Canada/QC-LSPQ-L00219966/2020|EPI_ISL_535796|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00219966/2020|EPI_ISL_535796|2020-03-15,QC
hCoV-19/Canada/QC-LSPQ-L00232955/2020|EPI_ISL_536005|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232955/2020|EPI_ISL_536005|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00222575/2020|EPI_ISL_535817|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00222575/2020|EPI_ISL_535817|2020-03-15,QC
1122,1122,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232952/2020|EPI_ISL_536004|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00232952/2020|EPI_ISL_536004|2020-03-23,QC
hCoV-19/Canada/Qc-L00240642/2020|EPI_ISL_465681|2020-03-27,hCoV-19/Canada/Qc-L00240642/2020|EPI_ISL_465681|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00233867/2020|EPI_ISL_536044|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233867/2020|EPI_ISL_536044|2020-03-23,QC
1081,1081,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234865/2020|EPI_ISL_536073|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00234865/2020|EPI_ISL_536073|2020-03-22,QC
1071,1071,Unsampled
hCoV-19/Canada/NB-209/2020|EPI_ISL_479628|2020-03-29,hCoV-19/Canada/NB-209/2020|EPI_ISL_479628|2020-03-29,NB
hCoV-19/Canada/NB-233/2020|EPI_ISL_479646|2020-03-24,hCoV-19/Canada/NB-233/2020|EPI_ISL_479646|2020-03-24,NB
1010,1010,Unsampled
hCoV-19/Canada/NB_247/2020|EPI_ISL_481745|2020-03-31,hCoV-19/Canada/NB_247/2020|EPI_ISL_481745|2020-03-31,NB
1038,1038,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241900/2020|EPI_ISL_536292|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241900/2020|EPI_ISL_536292|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00241945/2020|EPI_ISL_536297|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241945/2020|EPI_ISL_536297|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00229741/2020|EPI_ISL_535902|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00229741/2020|EPI_ISL_535902|2020-03-21,QC
hCoV-19/Canada/NB-237/2020|EPI_ISL_479650|2020-03-31,hCoV-19/Canada/NB-237/2020|EPI_ISL_479650|2020-03-31,NB
1411,1411,Unsampled
hCoV-19/Canada/ON-OICR-SLB2821/2020|EPI_ISL_538349|2020-04-02,hCoV-19/Canada/ON-OICR-SLB2821/2020|EPI_ISL_538349|2020-04-02,ON
hCoV-19/Canada/ON-OICR-SLB2820/2020|EPI_ISL_538348|2020-04-02,hCoV-19/Canada/ON-OICR-SLB2820/2020|EPI_ISL_538348|2020-04-02,ON
1070,1070,Unsampled
hCoV-19/Canada/QC-LSPQ-L00243347/2020|EPI_ISL_536360|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00243347/2020|EPI_ISL_536360|2020-03-30,QC
1393,1393,Unsampled
hCoV-19/Canada/ON-UHTC_0050/2020|EPI_ISL_464036|2020-04-08,hCoV-19/Canada/ON-UHTC_0050/2020|EPI_ISL_464036|2020-04-08,ON
hCoV-19/Canada/QC-LSPQ-L00229172/2020|EPI_ISL_535886|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229172/2020|EPI_ISL_535886|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00229288/2020|EPI_ISL_535888|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229288/2020|EPI_ISL_535888|2020-03-20,QC
hCoV-19/Canada/NB_277/2020|EPI_ISL_481758|2020-04-13,hCoV-19/Canada/NB_277/2020|EPI_ISL_481758|2020-04-13,NB
hCoV-19/Canada/NB-222/2020|EPI_ISL_479638|2020-03-25,hCoV-19/Canada/NB-222/2020|EPI_ISL_479638|2020-03-25,NB
1238,1238,Unsampled
hCoV-19/Canada/QC-LSPQ-L00235965/2020|EPI_ISL_536115|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00235965/2020|EPI_ISL_536115|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00237888/2020|EPI_ISL_536199|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237888/2020|EPI_ISL_536199|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00243675/2020|EPI_ISL_536370|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243675/2020|EPI_ISL_536370|2020-03-31,QC
hCoV-19/Canada/ON-OICR-SLB2869/2020|EPI_ISL_538386|2020-04-11,hCoV-19/Canada/ON-OICR-SLB2869/2020|EPI_ISL_538386|2020-04-11,ON
hCoV-19/Canada/QC-LSPQ-L00218310/2020|EPI_ISL_535775|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218310/2020|EPI_ISL_535775|2020-03-14,QC
hCoV-19/Canada/QC-LSPQ-L00215798/2020|EPI_ISL_535737|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215798/2020|EPI_ISL_535737|2020-03-12,QC
hCoV-19/Canada/QC-LSPQ-L00221340/2020|EPI_ISL_535807|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00221340/2020|EPI_ISL_535807|2020-03-15,QC
hCoV-19/Canada/QC-LSPQ-L00218269/2020|EPI_ISL_535773|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218269/2020|EPI_ISL_535773|2020-03-14,QC
1408,1408,Unsampled
hCoV-19/Canada/QC-LSPQ-L00218268/2020|EPI_ISL_535772|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218268/2020|EPI_ISL_535772|2020-03-14,QC
1129,1129,Unsampled
hCoV-19/Canada/NB-221/2020|EPI_ISL_479637|2020-03-26,hCoV-19/Canada/NB-221/2020|EPI_ISL_479637|2020-03-26,NB
hCoV-19/Canada/ON-OICR-SLB2798/2020|EPI_ISL_538330|2020-03-28,hCoV-19/Canada/ON-OICR-SLB2798/2020|EPI_ISL_538330|2020-03-28,ON
hCoV-19/Canada/Qc-L00240569/2020|EPI_ISL_465679|2020-03-27,hCoV-19/Canada/Qc-L00240569/2020|EPI_ISL_465679|2020-03-27,QC
1435,1435,Unsampled
hCoV-19/Canada/ON-UHTC_0036/2020|EPI_ISL_464047|2020-04-06,hCoV-19/Canada/ON-UHTC_0036/2020|EPI_ISL_464047|2020-04-06,ON
hCoV-19/Canada/QC-LSPQ-L00242900/2020|EPI_ISL_536340|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00242900/2020|EPI_ISL_536340|2020-03-30,QC
1078,1078,Unsampled
hCoV-19/Canada/QC-LSPQ-L00235218/2020|EPI_ISL_536090|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235218/2020|EPI_ISL_536090|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00242891/2020|EPI_ISL_536339|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00242891/2020|EPI_ISL_536339|2020-03-30,QC
1363,1363,Unsampled
hCoV-19/Canada/ON_MU-S284/2020|EPI_ISL_463976|2020-03-28,hCoV-19/Canada/ON_MU-S284/2020|EPI_ISL_463976|2020-03-28,ON
1084,1084,Unsampled
hCoV-19/Canada/QC-LSPQ-L00230482/2020|EPI_ISL_535921|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00230482/2020|EPI_ISL_535921|2020-03-22,QC
1334,1334,Unsampled
hCoV-19/Canada/ON_MU-S29/2020|EPI_ISL_463977|2020-03-16,hCoV-19/Canada/ON_MU-S29/2020|EPI_ISL_463977|2020-03-16,ON
1261,1261,Unsampled
hCoV-19/Canada/QC-LSPQ-L00230110/2020|EPI_ISL_535910|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230110/2020|EPI_ISL_535910|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00235639/2020|EPI_ISL_536104|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235639/2020|EPI_ISL_536104|2020-03-24,QC
1068,1068,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241924/2020|EPI_ISL_536296|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241924/2020|EPI_ISL_536296|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00241948/2020|EPI_ISL_536298|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241948/2020|EPI_ISL_536298|2020-03-28,QC
970,970,Unsampled
hCoV-19/Canada/ON-OICR-SLB2865/2020|EPI_ISL_538382|2020-04-10,hCoV-19/Canada/ON-OICR-SLB2865/2020|EPI_ISL_538382|2020-04-10,ON
hCoV-19/Canada/ON-OICR-SLB2866/2020|EPI_ISL_538383|2020-04-10,hCoV-19/Canada/ON-OICR-SLB2866/2020|EPI_ISL_538383|2020-04-10,ON
1021,1021,Unsampled
hCoV-19/Canada/ON-OICR-SLB2867/2020|EPI_ISL_538384|2020-04-10,hCoV-19/Canada/ON-OICR-SLB2867/2020|EPI_ISL_538384|2020-04-10,ON
1280,1280,Unsampled
hCoV-19/Canada/QC-LSPQ-L00235800/2020|EPI_ISL_536108|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00235800/2020|EPI_ISL_536108|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00232723/2020|EPI_ISL_535994|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232723/2020|EPI_ISL_535994|2020-03-22,QC
1426,1426,Unsampled
hCoV-19/Canada/QC-LSPQ-L00217024/2020|EPI_ISL_535756|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217024/2020|EPI_ISL_535756|2020-03-13,QC
1360,1360,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236367/2020|EPI_ISL_536124|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236367/2020|EPI_ISL_536124|2020-03-24,QC
1406,1406,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236439/2020|EPI_ISL_536131|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236439/2020|EPI_ISL_536131|2020-03-24,QC
992,992,Unsampled
hCoV-19/Canada/QC_AK5/2020|EPI_ISL_463919|2020-04-08,hCoV-19/Canada/QC_AK5/2020|EPI_ISL_463919|2020-04-08,QC
1433,1433,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236430/2020|EPI_ISL_536130|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236430/2020|EPI_ISL_536130|2020-03-24,QC
1209,1209,Unsampled
hCoV-19/Canada/QC-LSPQ-L00243875/2020|EPI_ISL_536383|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243875/2020|EPI_ISL_536383|2020-03-31,QC
1104,1104,Unsampled
hCoV-19/Canada/NB_261/2020|EPI_ISL_481752|2020-04-05,hCoV-19/Canada/NB_261/2020|EPI_ISL_481752|2020-04-05,NB
1019,1019,Unsampled
hCoV-19/Canada/NB_264/2020|EPI_ISL_481754|2020-04-07,hCoV-19/Canada/NB_264/2020|EPI_ISL_481754|2020-04-07,NB
hCoV-19/Canada/ON-UHTC_0139/2020|EPI_ISL_526275|2020-05-31,hCoV-19/Canada/ON-UHTC_0139/2020|EPI_ISL_526275|2020-05-31,ON
1291,1291,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236396/2020|EPI_ISL_536127|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236396/2020|EPI_ISL_536127|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00215977/2020|EPI_ISL_535742|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215977/2020|EPI_ISL_535742|2020-03-12,QC
hCoV-19/Canada/NB-234/2020|EPI_ISL_479647|2020-03-25,hCoV-19/Canada/NB-234/2020|EPI_ISL_479647|2020-03-25,NB
hCoV-19/Canada/QC-LSPQ-L00215981/2020|EPI_ISL_535743|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215981/2020|EPI_ISL_535743|2020-03-12,QC
hCoV-19/Canada/QC-LSPQ-L00214023/2020|EPI_ISL_535723|2020-03-10,hCoV-19/Canada/QC-LSPQ-L00214023/2020|EPI_ISL_535723|2020-03-10,QC
1339,1339,Unsampled
hCoV-19/Canada/QC-LSPQ-L00214050/2020|EPI_ISL_535724|2020-03-10,hCoV-19/Canada/QC-LSPQ-L00214050/2020|EPI_ISL_535724|2020-03-10,QC
hCoV-19/Canada/QC-LSPQ-L00217534/2020|EPI_ISL_535763|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217534/2020|EPI_ISL_535763|2020-03-13,QC
